SKU,Nombre Producto,Descripción,Categoría,Marca del Repuesto,Marca Compatible,Modelo Compatible,Años Compatibles,Número de Parte OEM,Número de Parte Alternativo,Precio Venta,Precio Oferta,Stock Actual,Stock Mínimo,Origen (Genuino/Alternativo),Condición (Nuevo/Usado),Garantía,Peso (kg),Dimensiones (cm),Ubicación Bodega,URL Imagen
GEN-3250,BUJE BANDEJA DEL.INF.2.2 DEER (2904350-D01),,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3251,TERMINAL DIRECCION IZQ.MAMUT V80/T80 13MM,,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3252,TERMINAL DIRECCION DER.V80/T80 13MM,,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3253,TERMINAL DIRECCION DER.V80/T80 11MM,,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3254,GOMA BARRA.ESTAB.CENTRAL 1.3 CS1,,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3255,AMORTIGUADOR TRASERO 1.2 BAIC PLUS,,direccion-suspension,China,BAIC,Plus,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3256,AMORTIGUADOR DELANTERO JGO.1.2 LIFAN TRUCK/BAIC PLUS,,direccion-suspension,China,BAIC,Plus,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3257,AMORTIGUADOR TRASERO JGO.1.3-1.5 A137-J3,,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3258,ROTULA BANDELA INFERIOR IZQ.2.2 GRAND TIGGER (MB-831037 CH),,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3259,ROTULA BANDEJA INFERIOR DER.2.2 GRAND TIGGER /MB-831038 CH),,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3260,BANDEJA DELANTERA IZQ.1.5 V3/ KONECT (5435003-1) C/ROTULA,,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3261,BANDEJA DELANTERA DER.1.5 V3/ KONECT (5435004-1),,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3262,AXIAL DIRECCION 1.5 V3 (5438040-1)(92-90142ES GIMPORT)(14MM INT./25MM LARGO/14MM EXT.),,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3263,TERMINAL DIRECCION IZQ.1.5 V3/H230 (4230010)(45047-59135CH=GIMPORT),,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3264,TERMINAL DIRECCION DER.1.5 V3/H230 (4230011)(45046-59195CH=GIMPORT),,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3265,BIELETA DEL.1.5 V3/H230/H220 (4237014-B)(CENTRO 35.5CM PAREJA) 12mm GIM 48850-52030),,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3266,AMORTIGUADOR DELANTERO JGO.2.0 DESTINY,,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3267,MUÑON TRASERO DER.1.5 TIGGO 2,,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3268,AMORTIGUADOR DELANTERO JGO.1.8 EC7 EMGRAND,,direccion-suspension,China,MG,7,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3269,AXIAL DIRECCION CARGO VAN DFM 1.0-1.1-1.3/S100/S200/S300/MINYI PICK UP/MINYI CARGO/GAC GONOW 1.0-1.3/HAIMA 1.0-1.3 START/DONGFENG 1.3 DF2500-DF2900/MD201/ 1.2 MS201/ KYC T3 1.5 GRAN MAMUT/ (7076)RC,,direccion-suspension,China,DFM,S2,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3270,ROTULA BANDEJA INF.2.8 REFINE,,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3271,AMORTIGUADOR DELANTERO JGO.1.6 ARRIZO 5/SKIN,,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3272,AXIAL DIRECCION 2.0 T6 VVT BENC / 2.0 T6 DIESEL (H106-3411725)(15MM EXT./32MM LARGO/16MM INT.),,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3273,AXIAL DIRECCION 1.3 CS1,,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3274,TERMINAL DIRECCION 1.3 CS1,,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3275,MUÑON DELANTERO IZQ.1.6 SKIN,,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3276,BANDEJA DELANTERA DER.1.6 H230 S/ROTULA,,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3277,AXIAL DIRECCION 1.5 MG ZS/ RX3 (14MM INT/34MM LARGO/14MM EXT),,direccion-suspension,China,MG,ZS,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3278,AMORTIGUADOR DELANTERO JGO.1.6 520,,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3279,GOMA BARRA ESTAB.CENTRAL 1.0 NEW IQ (J00-2906025),,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3280,AXIAL DIRECCION 1.5 TIGGO 7/KONET (T15-3401310EP/INT.16MM/29MMLARGO/14MMEXT.)(16MM INT/33CM LARGO/15MMEXT),,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3281,BIELETA DELANTERA IZQ.JAC 2.0 T8 TURBO DIESEL (JTC8131RC),,direccion-suspension,China,JAC,T8,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3282,BANDEJA DELANTERA IZQ.1.5 JETOUR X70 C/ROTULA,,direccion-suspension,China,Jetour,7,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3283,COLUMNA DIRECCION 1.5 MG ZS (10446841),,direccion-suspension,China,MG,ZS,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3284,AXIAL DIRECCION 1.5 TIGGO 7 (18MM INT./30MM LARGO/14MM EXT.)(26059293),,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3285,BOMBA DIRECCION HID.1.5 ARRIZO 3,,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3286,AMORTIGUADOR TRASERO JGO.1.5 VOLEX C20,,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3287,BANDEJA DELANTERA DER.1.6 AX3/ S1 /A30/ H230/ AX4/ H220 (14 MM) C/ROTULA,,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3288,TRAVESAÑO SUSPENSION TRAS.1.5 FULWIN,,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3289,ROTULA BANDEJA DER.BRILLIANCE 1.5 FSV/FRV/V5 (3435010-1),,direccion-suspension,China,Brilliance,350,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3290,DEPOSITO DIRECCION HID.2.8 WINGLE (3408100-K00),,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3291,AXIAL DIRECCION 2.2 WINGLE 5 (14MM INT/33MM LARGO/14MM EXT.),,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3292,DEPOSITO DIRECCION HID.1.6 TIGGO/TIGGO 3 (T11-3408010BB),,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3293,AMORTIGUADOR DELANTERO JGO.1.6 F3,,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3294,AXIAL DIRECCION IZQ.COMPLETO 1.3 KYC T3,,direccion-suspension,China,KYC,3,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3295,BIELETA DEL.1.5 ZOTYE HUNTER,,direccion-suspension,China,Zotye,Hunter,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3296,AXIAL DIRECCION DER.1.5 KYC T3 COMPLETO,,direccion-suspension,China,KYC,3,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3297,AMORTIGUADOR DELANTERO JGO.COMPLETO 1.3 CM5/CM10,,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3298,AMORTIGUADOR DELANTERO JGO.2.0-2.4 WINGLE 7,,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3299,BIELETA TRASERA 2.0 S6 (S6-2916100),,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3300,GOMA CAZOLETA DEL.1.5 MG5,,direccion-suspension,China,MG,MG5,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3301,GOMA BARRA ESTAB.CENTRAL 1.5 ARRIZO 5,,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3302,TERMINAL DIRECCION 2.8 REFINE (56820-4A600),,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3303,GOMA BARRA ESTABILIZADORA CENTRAL 1.5 MG GS,,direccion-suspension,China,MG,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3304,CREMALLERA DIRECCION 1.8 DFSK 580 (3401110-SA01ZC),,direccion-suspension,China,DFSK,580,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3305,BANDEJA DELANTERA IZQ.2.0 BYD S6,,direccion-suspension,China,BYD,S6,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3306,MUÑON DELANTERO DER.1.5 FULWIN (A13-3001012),,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3307,AXIALA DIRECCION 1.5 MG6/NEW MG5 (10180855)(16MM INT/32 CM LARGO/14MM EXT),,direccion-suspension,China,MG,MG5,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3308,BANDEJA DELANTERA IZQ.1.6 S50 C/ROTULA,,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3309,BANDEJA DELANTERA DER.1.6 S50 C/ROTULA,,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3310,BANDEJA DELANTERA IZQ.1.5 MG ZS/ 1.5 MG ZX C/ROTULA (10252196) (MZ004RC) (092090055 ALSACIA),,direccion-suspension,China,MG,ZS,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3311,BANDEJA DELANTERA DER.1.5 MG ZS/ 1.5 MG ZX C/ROTULA (10319515) (MZ005RC) (092090056 ALSACIA),,direccion-suspension,China,MG,ZS,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3312,BANDEJA IZQUIERDA 1.3 T3,,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3313,BANDEJA DERECHA 1.3 T3,,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3314,BANDEJA IZQUIERDA 1.5 TM3 (L029030200A0) (TM3004RC),,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3315,BANDEJA DERECHA 1.5 TM3 (L0292030300A0) (TM3005RC),,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3316,AMORTIGUADOR DELANTERO IZQ.NEW TIGGO 3 2019->,,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3317,AMORTIGUADOR DELANTERO IZQ.S1 (2901310O0310),,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3318,BANDEJA DELANTERA IZQ.1.3 137-J3 C/ROTULA (JMS311),,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3319,BANDEJA DELANTERA DER.1.5 SAIL 2016->C/ROTULA,,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3320,BIELETA DEL.1.6 CHANGAN EADO (C201051-0200),,direccion-suspension,China,Changan,Eado,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3321,AMORTIGUADOR DELANTERO JGO.1.6 EADO,,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3322,CAZOLETA AMORTIGUADOR TRAS.2.0 DESTINY,,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3323,TERMINAL DIRECCION DER.1.5 KYC T3 13MM (GHT2-32-280KR),,direccion-suspension,China,KYC,2,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3324,TERMINAL DIRECCION IZQ.1.5 KYC T3 13MM (GHT-32-290 KR),,direccion-suspension,China,KYC,2,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3325,BANDEJA DELANTERA DER.1.4 ALSVIN C/ROTULA,,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3326,AXIAL DIRECCION 2.2 WINGLE (MB-532281CH/16MM INT/33CM/14MMEXT),,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3327,TERMINAL DIRECCION DERECHO/ IZQUIERDO 1.5 FLORID/M4 (3411120-S8/45046-19175) (F0308X)RC,,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3328,ROTULA BANDEJA IZQ.BRILLIANCE 1.5 FSV/FRV/V5 (3435010-1),,direccion-suspension,China,Brilliance,350,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3329,AXIAL DIRECCION DERECHO COMPLETO 1.8 DFSK 500/560/580 (CRDK-2 KR/H001-99-324 KR),,direccion-suspension,China,DFSK,580,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3330,BIELETA DELANTERA IZQ.FRV/FSV/V5/V3 (3437003-1),,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3331,ROTULA BANDEJA INF.2.5 ZNA RICH (40160-01G50 CH),,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3332,CINTA AIRBAG 1.5 MG 350 (50019000),,direccion-suspension,China,MG,350,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3333,AXIAL DIRECCION 1.5 TIGGO 8 (14 MM INT/28 CM LARGO/14 MM EXT),,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3334,TARMINAL DIRECCION IZQUIERDO SAIL OLD,,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3335,TARMINAL DIRECCION DERECHO SAIL OLD,,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3336,AMORTIGUADOR DELANTERO JGO. (CON ESPIRAL Y CAZOLETA) SAIL OLD,,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3337,GOMA BARRA ESTABILIADORA CENTRAL HOVER/ H1/ H3/ H5/ SAILOR/ SOCOOL/ SAFE/ WINGLE 3 / WINGLE 5,,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3338,AXIAL DIRECCION BRILLIANCE 1.5 FSV/ FRV/ V5/ H530,,direccion-suspension,China,Brilliance,V5,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3339,AMORTIGUADOR TRASERO JGO.1.1 NEW IQ/IQ(J00-2915010),,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3340,BIELETA 1.3 HAIMA 2,,direccion-suspension,China,Haima,2,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3341,HOMOCINETICA L/CAJA TRICETA IZQUIERDA J3 /137 VVT (25*35*21),,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3342,ROTULA SUSPENSION 2.0 T6 (20179188-FT12920),,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3343,BARRA TRASERA TRANSVERSAL 1.1 IQ,,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3344,BANDEJA DERECHA 1.6 CS35,,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3345,BOMBA DIRECCION HID.2.2 DEER CON DEPOSITO,,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3346,AMORTIGUADOR TRASERO JGO.1.5 TIGGO 2,,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3347,AXIAL DIRECCION GEELY AZKARRA (16MM INT/27 CM LARGO/14MM EXT),,direccion-suspension,China,Geely,2,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3348,MANILLA PUERTA EXTERIOR TRASERA CORREDERA IZQ.1.2 LIFAN VAN/TRUCK,,direccion-suspension,China,Lifan,2,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3349,AXIAL DIRECCION 1.2 LIFAN FOISON VAN/TRUCK (14MM INT/30 CM LARGO/14MM EXT),,direccion-suspension,China,Lifan,2,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3350,TERMINAL DIRECCION IZQUIERDO MG3/ZS/S3,,direccion-suspension,China,MG,S3,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3351,TERMINAL DIRECCION DERECHO MG3/ZS/S3,,direccion-suspension,China,MG,S3,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3352,AMORTIGUADOR DELANTERO JGO. 1.3 FOTON MIDI TRUCK T3,,direccion-suspension,China,Foton,3,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3353,AMORTIGUADOR TRASERO JGO. FOTON MIDI TRUCK 1.3 T3,,direccion-suspension,China,Foton,3,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3354,AMORTIGUADOR TRASERO JGO. JAC JS2,,direccion-suspension,China,JAC,S2,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3355,AXIAL DIRECCION 1.5 F3/620/630 (44200-13021/14MM INT/29CM LARGO/14MM EXT),,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3356,BANDEJA DELANTERA DERECHA CHERY 1.5 K60,,direccion-suspension,China,Chery,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3357,BANDEJA DELANTERA IZQUIERDA CHERY 1.5 K60,,direccion-suspension,China,Chery,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3358,CAZOLETA AMORTIGUADOR DEL. FRV/FSV/V3/V5/H530/KONECT (3437000-1),,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3359,AXIAL DIRECCION 1.8 CS75 (14MM INT/25CM LARGO/14MM EXT),,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3360,TERMINAL DIRECCION IZQUIERDO 2.0 POER AUT.,,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3361,TERMINAL DIRECCION DERECHO 2.0 POER AUT.,,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3362,BIELETA DERECHA 2.8 T60 T80,,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3363,TERMINAL MAXUS 2.0 T60-T80 / 2.8 T60 - T80,,direccion-suspension,China,Maxus,T6,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3364,CREMALLEWRA DIRECCION 1.8 CS75,,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3365,CREMALLERA DIRECCION 1.3 J3 (3406500U8010),,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3366,CREMALLERA DIRECCION 1.0- 1.3 GAC GONOW/ DFM CARGO VAN 1.0-1.1-1.3/ S100/S200/S300/ LIFAN 1.3 FURGON/ MINYI PICK UP - CARGO/ CM5/HAIMA 1.0 F START/ (7205),,direccion-suspension,China,DFM,S2,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3367,BANDEJA SUPERIOR IZQUIERDA JAC 2.0 T6,,direccion-suspension,China,JAC,T6,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3368,BANDEJA SUPERIOR DERECHA JAC 2.0 T6,,direccion-suspension,China,JAC,T6,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3369,BANDEJA DELANTERA SUPERIOR IZQUIERDA MAXUS 2.0 T60 - T80 / 2.8 T60 - T80,,direccion-suspension,China,Maxus,T6,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3370,BANDEJA INFERIOR DERECHA MAXUS 2.8 T60 - T80,,direccion-suspension,China,Maxus,T6,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3371,TERMINAL DIRECCION JAC 2.0 T6,,direccion-suspension,China,JAC,T6,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3372,BANDEJA DELANTERA DERECHA 2.0 POER,,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3373,BANDEJA DELANTERA IZQUIERDA 2.0 POER,,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3374,AXIAL DIRECCION 1.5 H2,,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3375,TERMINAL DIRECCION IZQ.1.5 H2,,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3376,TERMINAL DIRECCION DER.1.5 H2,,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3377,CREMALLERA DIRECCION 1.4 CS1 CROSS,,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3378,BANDEJA INFERIOR IZQUIERDA MAXUS 2.8 T60 - T80,,direccion-suspension,China,Maxus,T6,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3379,AMORTIGUADOR TRAS.JGO.1.5 TIGGO 3 2020->CON CAZOLETA,,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3380,BANDEJA DELANTERA 1.4 CS1 CROSS C/ROTULA,,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3381,AMORTIGUADOR DELANTERO COMPLETO JGO.1.6 JOYEAR X3,,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3382,AMORTIGUADOR TRAS.JGO.CV1,,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3383,CAZOLETA DELANTERA 1.5 NEW TIGGO 3 (2020000637AA),,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3384,AMORTIGUADOR TRAS.JGO.MG5 (10035491),,direccion-suspension,China,MG,MG5,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3385,BIELETA DELANTERA DER.1.3 CK,,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3386,BIELETA DEL.1.0-1.3 LC,,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3387,AMORTIGUADOR TRASERO JGO.1.5 DFSK SX5 (SX3-2915010),,direccion-suspension,China,DFSK,2,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3388,BIELETA DELANTERA BAIC X25 (A00102414) (092620237 ALSACIA),,direccion-suspension,China,BAIC,X25,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3389,AXIAL DIRECCION 1.6 CS35/DFSK 580 1.8 (16MM INT/36CM LARGO/4MM EXT),,direccion-suspension,China,DFSK,CS35,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
GEN-3390,AXIAL DIRECCION 1.6 CS35 PLUS (16MM INT/36CM LARGO/16MM EXT),,direccion-suspension,China,Universal,Universal,,,,0,,100,5,Alternativo,Nuevo,3 meses,,,,🚙
